name,variant,p,layer,subspace,k,alpha,accuracy,delta_accuracy,rank,variance_fraction,is_random_control,variance_matched,trial,percentile
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,18,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,19,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,20,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,21,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,22,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,23,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.965,-0.0030000000000000027,4,,1,0,24,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,25,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,26,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,27,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,28,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,29,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,30,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,31,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,32,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,33,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,34,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,35,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,36,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,37,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.97,0.0020000000000000018,4,,1,0,38,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.98,0.01200000000000001,4,,1,0,39,
RAW_p113_s42,RAW,113,0,random_A,4,1.0,0.975,0.007000000000000006,4,,1,0,40,
